Epoch,Seconds,Est Avg Trn Loss,Val Loss,Val Acc
1,325,1.2347825527191163,1.2163009468397874,0.4859303934281067
2,326,1.1817270040512085,1.2042884516767332,0.4926449755463885
3,324,1.1784655570983886,1.192358360993721,0.501570655560931
4,322,1.1520230650901795,1.1885549925243637,0.5041403169827839
5,327,1.1446093320846558,1.1822699044056164,0.5086203880325543
6,326,1.1403602004051208,1.1796912236542183,0.5092483345737053
7,323,1.1497048139572144,1.178399284894551,0.5114783734632475
8,322,1.1158470034599304,1.174337577704336,0.5139580651670135
9,324,1.1066749691963196,1.172631600380457,0.5143634550371072
10,324,1.1029984593391418,1.1714601029107594,0.5154841304729276
